97,"The correlation between Datadog APM and Datadog Log Management is improved by the injection of trace IDs, span IDs, env, service, and version as attributes in your logs",logs
98,"With these fields you can find the exact logs associated with a specific service and version, or all logs correlated to an observed trace.",logs
99,Note: The Java and PHP Tracers do not support configuration of unified service tagging for logs.,logs
100,"Before correlating traces with logs, ensure your logs are either sent as JSON, or parsed by the proper language level log processor",logs
101,Your language level logs must be turned into Datadog attributes in order for traces and logs correlation to work.,logs
102,"To learn more about automatically or manually connecting your logs to your traces, select your language below:",logs
103,"See Java Log Collection for Log4j, Log4j 2, or Logback instructions.",logs
104,"Starting in version 0.74.0, the Java tracer automatically injects trace correlation identifiers into logs",logs
105,"If you prefer to manually correlate your traces with your logs, use the Java tracer's API to retrieve correlation identifiers",logs
106,"Use CorrelationIdentifier.getTraceId and CorrelationIdentifier.getSpanId methods to inject identifiers at the beginning of the span being logged, and remove the identifiers when the span is complete.",logs
107,"Note: If you are not using a Datadog Log Integration to parse your logs, custom log parsing rules need to ensure that dd.trace_id and dd.span_id are being parsed as strings",logs
108,See the Java log collection documentation for more details about specific logger implementation and instructions for logging in JSON format.,logs
109,"Connecting OpenTelemetry language SDK logs and traces within Datadog is similar to connecting Datadog SDK logs and traces, with a few additional steps:",logs
110,"OpenTelemetry Language SDKs lack the automatic trace-log correlation that Datadog SDKs offer, so it’s necessary to manually patch your particular logging module or library with a processor that adds the aforementioned translated TraceId and SpanId as Log attributes marked dd.trace_id and dd.span_id, respectively.",logs
111,"Ensure your logs are sent as JSON, because your language level logs must be turned into Datadog attributes for trace-log correlation to work.",logs
112,See the following examples for language-specific information about how to correlate your OpenTelemetry traces and logs.,logs
113,"To manually correlate your traces with your logs, patch the logging module you are using with a processor that translates OpenTelemetry formatted trace_id and span_id into the Datadog format",logs
114,"For other logging libraries, it may be more appropriate to modify the Datadog SDK examples",logs
115,You can also find an example OpenTelemetry instrumented Python application with trace and log correlation in the trace-examples GitHub repository.,logs
116,"To manually correlate your traces with your logs, patch the logging module you are using with a processor that translates OpenTelemetry formatted trace_id and span_id into the Datadog format",logs
117,The following example uses the winston logging library,logs
118,"For other logging libraries, it may be more appropriate to modify the Datadog SDK examples",logs
119,You can also find an example OpenTelemetry instrumented NodeJS application with trace and log correlation in the trace-examples GitHub repository.,logs
120,"To manually correlate your traces with your logs, patch the logging module you are using with a processor that translates OpenTelemetry formatted trace_id and span_id into the Datadog format",logs
121,The following example uses the Ruby Standard Logging Library,logs
122,"For Rails applications or other logging libraries, it may be more appropriate to modify the Datadog SDK examples",logs
123,You can also find an example OpenTelemetry instrumented Ruby application with trace and log correlation in the trace-examples GitHub repository.,logs
124,"To manually correlate your traces with your logs, first enable the openTelemetry-java-instrumentation Logger MDC Instrumentation",logs
125,"Then, patch the logging module you are using with a processor that translates OpenTelemetry formatted trace_id and span_id into the Datadog format",logs
126,The following example uses Spring Boot and Logback,logs
127,"For other logging libraries, it may be more appropriate to modify the Datadog SDK examples.",logs
128,"For trace and log correlation in PHP, modify the Datadog SDK PHP examples to include the additional steps discussed above.",logs
129,"To manually correlate your traces with your logs, patch the logging module you are using with a function that translates OpenTelemetry formatted trace_id and span_id into the Datadog format",logs
130,"For trace and log correlation in .NET, modify the Datadog SDK .NET examples to include the additional steps discussed above.",logs
131,Synthetic tests allow you to observe how your systems and applications are performing using simulated requests and actions from around the globe,synthetics
132,"With end-to-end testing in production and CI environments, your development teams can proactively ensure that no defective code makes it to production",synthetics
133,"API tests allow you to launch single or chained requests to perform verifications on your key systems at various network levels: HTTP test, SSL test, TCP test, DNS test, and ICMP test.",synthetics
134,Use Synthetic browser tests to monitor how your customers experience your webpages from around the world with end-to-end tests.,synthetics
135,Use Synthetic private locations to monitor internal APIs and websites or create custom locations in areas that are mission-critical to your business.,synthetics
136,Leverage your Synthetic tests as canaries or run them directly within your CI pipelines to start shipping without fear that faulty code may impact your customers' experience.,synthetics
137,"Use the out of the box integration between Synthetic tests and APM traces to find the root cause of failures across frontend, network, and backend requests.",synthetics
138,See Getting Started with Synthetic Monitoring for instructions on creating your first Synthetic test and monitoring your web applications,synthetics
139,"Then, explore Getting Started with Private Locations for instructions on creating your private location and running Synthetic tests with your private location.",synthetics
140,API tests are useful to help you proactively monitor that your most important services are available at anytime and from anywhere,synthetics
141,API tests come in five different subtypes that allow you to launch requests on the different network layers of your systems:,synthetics
142,"If your service starts answering more slowly, or in an unexpected way (for example, unexpected response body, wrong A record, etc.), your test can alert your team, block your CI pipeline, or even roll back the faulty deployment.",synthetics
143,"API tests can run from Datadog managed locations and private locations, allowing full coverage of your systems, both external and internal.",synthetics
144,Note: API tests are single requests executed against your services,synthetics
145,"If you want to monitor sophisticated business transactions at the API level or endpoints that require authentication, you can also chain your requests using Multistep API tests.",synthetics
146,"HTTP tests allow you to send HTTP requests to your applications' API endpoints in order to verify that they are responding to requests, as well as that they meet any conditions you define-such as overall response time, status code, and header or body content.",synthetics
147,HTTP tests can be run from managed and private locations depending on whether you want to monitor your endpoints from outside or inside your network,synthetics
148,"HTTP tests can run on a schedule, on-demand, or directly within your CI/CD pipelines.",synthetics
149,"After choosing the type of test you want to create (HTTP, SSL, TCP, DNS, or ICMP test), you can define your test’s request.",synthetics
150,Click on Test URL to try out the request configuration,synthetics
151,Assertions define what an expected test result is,synthetics
152,"When hitting Test URL basic assertions on response time, status code, and header content-type are added based on the response that was obtained",synthetics
153,You must define at least one assertion for your test to monitor.,synthetics
154,"Note: HTTP tests can uncompress bodies with the following content-encoding headers: br, deflate, gzip, and identity.",synthetics
155,You can create up to 20 assertions per API test by clicking on New Assertion or by clicking directly on the response preview:,synthetics
156,Set alert conditions to determine the circumstances under which you want a test to fail and trigger an alert.,synthetics
157,Your test can trigger retries in case of failed test result,synthetics
158,"By default, the retries are performed 300 ms after the first failed test result-this interval can be configured via the API.",synthetics
159,Location uptime is computed on a per-evaluation basis (whether the last test result before evaluation was up or down),synthetics
160,A notification is sent by your test based on the alerting conditions previously defined,synthetics
161,Enter the notification message for your test,synthetics
162,Specify how often you want your test to re-send the notification message in case of test failure,synthetics
163,"To prevent renotification on failing tests, leave the option as Never renotify if the monitor has not been resolved.",synthetics
164,Click on Save to save your test and have Datadog start executing it.,synthetics
165,You can create local variables by clicking on Create Local Variable at the top right hand corner of your test configuration form,synthetics
166,"You can use the global variables defined in the Settings and the locally defined variables in the URL, Advanced Options, and assertions of your HTTP tests.",
"To display your list of variables, type {{ in your desired field:""",synthetics,
167,A test is considered FAILED if it does not satisfy one or several assertions or if the request prematurely failed,synthetics
168,"In some cases, the test can indeed fail without being able to test the assertions against the endpoint, these reasons include:",synthetics
169,Browser tests are scenarios executed by Datadog on your web applications,synthetics
170,"These tests verify both that your applications are up and responding to requests, and that any conditions defined in your scenarios are met.",synthetics
171,You can use the global variables defined in the Settings in the Starting URL as well as in the Advanced Options of your browser tests,synthetics
172,You can customize alert conditions to define the circumstances under which you want a test to send a notification alert.,synthetics
173,"To prevent renotification on failing tests, leave the option as Never renotify if the monitor has not been resolved.",synthetics
174,Tests can be only recorded from Google Chrome,synthetics
175,"To record your test, download the Datadog Record Test extension for Google Chrome.",synthetics
176,"Optionally, select Open in a pop-up at the upper right of the page to open your test recording in a separate pop-up window",synthetics
177,"You can also open the pop in Incognito mode to start recording your test from a fresh browser free from already logged in sessions, cookies from your existing browser, etc.",synthetics
178,Click on Start recording to begin recording your browser test.,synthetics
179,"As you click on your application going through the user journey you want to monitor, your actions are automatically recorded and used to create steps within your browser test scenario on the left.",synthetics
180,Note: You should always make sure to end your browser test with an assertion to confirm the journey executed by the browser test resulted in the expected state.,synthetics
181,You can use the Synthetic Monitoring IP ranges corresponding to each Datadog managed location:,synthetics
182,"That being said, if you want to be alerted when the listed IPs change, you can create an API test on the above endpoint with a JSONPath assertion like $.synthetics['prefixes_ipv4_by_location']['aws:ap-northeast-1'].length.",synthetics
183,You can also identify Datadog robots by using some of the default headers attached to the requests generated by Synthetic tests:,synthetics
184,A user-agent header is added to all requests performed by Synthetic tests.,synthetics
185,"For single and multistep API tests, the user-agent header is DatadogSynthetics.",synthetics
186,"For browser tests, the value of the user-agent header varies depending on the browser and device executing the test",synthetics
187,The user-agent value always ends with DatadogSynthetics to allow you to identify Synthetic tests.,synthetics
188,A sec-datadog header is added to all requests performed by Synthetic tests,synthetics
189,The value notably includes the id of the test from which the request originated.,synthetics
190,A number of other APM specific headers such as x-datadog-origin: synthetics is also added to requests generated by Synthetic API and browser tests.,synthetics
191,You can also leverage your API and browser test configuration Advanced options to add specific identifiers to your tests' requests,synthetics
